index,player_name,player_team,game_date,events,launch_speed,launch_angle,hit_distance_sc,hit_direction,total_dongs
304,Matt Chapman,OAK,2021-04-28,field_out,95.7,43,317,Right-Center,0
306,C.J. Cron,COL,2021-04-28,field_out,91.5,24,338,Center,0
307,Manuel Margot,TB,2021-04-28,field_out,99.7,14,308,Left-Center,0
308,Trevor Story,COL,2021-04-28,field_out,101.1,17,328,Right-Center,0
310,Hunter Dozier,KC,2021-04-28,triple,102.8,16,319,Left-Center,0
311,Michael Brantley,HOU,2021-04-28,field_out,102,21,391,Center,0
312,Andrew Knizner,STL,2021-04-28,field_out,85.8,25,318,Left-Center,0
315,Freddie Freeman,ATL,2021-04-28,double,102.4,17,331,Right-Center,0
316,Jeff McNeil,NYM,2021-04-28,single,100,17,300,Center,0
318,Eric Hosmer,SD,2021-04-28,field_out,103.1,18,349,Left-Center,0
319,Brent Rooker,MIN,2021-04-28,field_out,88.4,41,316,Left,0
321,Trea Turner,WSH,2021-04-28,double,91.5,28,330,Right,0
323,Tony Kemp,OAK,2021-04-28,double,97.1,23,326,Right,0
325,Aaron Hicks,NYY,2021-04-28,field_out,95.1,26,368,Right-Center,0
328,Billy McKinney,MIL,2021-04-28,field_out,85.2,27,303,Right,0
329,Evan White,SEA,2021-04-28,field_out,90.8,29,348,Left-Center,0
330,Salvador Perez,KC,2021-04-28,single,107.3,16,329,Right,0
331,Christian Vázquez,BOS,2021-04-28,double,94.8,20,332,Right-Center,0
332,Jorge Soler,KC,2021-04-28,double,106.1,15,322,Right-Center,0
333,Trent Grisham,SD,2021-04-28,field_out,93.2,37,355,Center,0
334,Josh Bell,WSH,2021-04-28,field_out,97.6,26,385,Center,0
337,Ryan Mountcastle,BAL,2021-04-28,field_out,95.3,35,370,Left-Center,0
338,Charlie Blackmon,COL,2021-04-28,field_out,89.5,30,342,Left-Center,0
339,Eugenio Suárez,CIN,2021-04-28,field_out,94.9,23,356,Center,0
341,Chris Taylor,LAD,2021-04-28,triple,97.2,26,339,Right,0
344,Evan Longoria,SF,2021-04-28,field_out,94.8,42,316,Right-Center,0
347,Asdrúbal Cabrera,ARI,2021-04-28,field_out,98.5,39,367,Left-Center,0
348,Fernando Tatis Jr.,SD,2021-04-28,double,103.8,19,367,Left-Center,0
349,Colin Moran,PIT,2021-04-28,field_out,98.3,27,352,Left-Center,0
351,Max Muncy,LAD,2021-04-28,field_out,99.5,28,378,Left-Center,0
352,Kevin Newman,PIT,2021-04-28,field_out,94.7,30,362,Center,0
353,Eric Sogard,CHC,2021-04-28,field_out,89.8,24,303,Left,0
354,Josh Harrison,WSH,2021-04-28,field_out,98.8,36,387,Center,0
357,Jake Marisnick,CHC,2021-04-28,field_out,103.2,21,383,Center,0
358,Jonah Heim,TEX,2021-04-28,field_out,90.4,27,313,Right,0
359,Nick Ahmed,ARI,2021-04-28,double,88.9,25,309,Left,0
360,Mike Ford,NYY,2021-04-28,field_out,100,24,370,Center,0
362,Dansby Swanson,ATL,2021-04-28,field_out,102,18,322,Center,0
363,Kyle Seager,SEA,2021-04-28,double,100.4,24,378,Right-Center,0
366,Jordan Luplow,CLE,2021-04-28,field_out,100.1,37,382,Center,0
367,Pete Alonso,NYM,2021-04-28,field_out,83.5,33,316,Left-Center,0
368,Alec Bohm,PHI,2021-04-28,double,101.8,22,321,Left,0
369,Jose Altuve,HOU,2021-04-28,field_out,106.3,18,345,Center,0
370,Aaron Hicks,NYY,2021-04-28,sac_fly,101.9,48,323,Right-Center,0
371,Jordan Luplow,CLE,2021-04-28,field_out,92.1,19,306,Right-Center,0
375,Nick Solak,TEX,2021-04-28,double,92.4,28,321,Right,0
376,Wilmer Difo,PIT,2021-04-28,field_out,95.9,19,318,Left-Center,0
377,Nelson Cruz,MIN,2021-04-28,single,105.8,19,343,Right,0
378,Eduardo Escobar,ARI,2021-04-28,field_out,93.5,37,356,Right-Center,0
379,Austin Nola,SD,2021-04-28,field_out,95.3,28,356,Left-Center,0
380,Mookie Betts,LAD,2021-04-28,field_out,90.9,38,316,Center,0
381,Willson Contreras,CHC,2021-04-28,field_out,100.8,40,343,Right,0
382,Dansby Swanson,ATL,2021-04-28,field_out,87.9,22,320,Left-Center,0
385,Josh Bell,WSH,2021-04-28,field_out,80.9,32,302,Left-Center,0
386,Nicky Lopez,KC,2021-04-28,field_out,88.6,33,314,Left,0
388,Lourdes Gurriel Jr.,TOR,2021-04-28,field_out,103.3,23,344,Left,0
390,Gleyber Torres,NYY,2021-04-28,field_out,93.9,36,330,Right,0
391,Manuel Margot,TB,2021-04-28,double,106.7,12,320,Right-Center,0
392,Miguel Rojas,MIA,2021-04-28,field_out,97.2,39,336,Left-Center,0
393,Asdrúbal Cabrera,ARI,2021-04-28,double,102.5,23,336,Right,0
394,Tommy Edman,STL,2021-04-28,single,99.4,15,302,Left-Center,0
395,Jacob Stallings,PIT,2021-04-28,field_out,93,43,304,Right-Center,0
396,Josh Harrison,WSH,2021-04-28,field_out,84.6,33,314,Right,0
397,Starlin Castro,WSH,2021-04-28,field_out,94.7,36,324,Right,0
398,Cedric Mullins,BAL,2021-04-28,field_out,90.1,29,343,Center,0
399,Elias Díaz,COL,2021-04-28,double,100,20,372,Left-Center,0
400,Willie Calhoun,TEX,2021-04-28,field_out,93.5,40,327,Left-Center,0
401,Keston Hiura,MIL,2021-04-28,double,105.9,24,396,Center,0
402,DJ LeMahieu,NYY,2021-04-28,field_out,91.3,29,324,Right,0
403,Santiago Espinal,TOR,2021-04-28,field_out,93.6,25,360,Center,0
404,Ha-Seong Kim,SD,2021-04-28,field_out,82.4,24,314,Left-Center,0
405,Omar Narváez,MIL,2021-04-28,field_out,87.2,40,309,Center,0
406,Austin Barnes,LAD,2021-04-28,field_out,97.4,20,354,Center,0
407,Garrett Hampson,COL,2021-04-28,field_out,99.1,20,323,Right-Center,0
408,Willie Calhoun,TEX,2021-04-28,field_out,102.7,15,314,Right,0
409,David Dahl,TEX,2021-04-28,field_out,98.1,44,331,Left-Center,0
411,Ty France,SEA,2021-04-28,field_out,84.8,23,300,Left-Center,0
412,Gavin Lux,LAD,2021-04-28,field_out,90,37,328,Center,0
414,Jose Altuve,HOU,2021-04-28,field_out,87.8,33,342,Left-Center,0
415,JaCoby Jones,DET,2021-04-27,field_out,101.4,26,387,Center,0
417,Wilson Ramos,DET,2021-04-27,double,108.7,16,319,Right-Center,0
423,Andrew Knizner,STL,2021-04-27,field_out,99.2,15,305,Center,0
424,Anthony Rizzo,CHC,2021-04-27,field_out,98.7,31,371,Right-Center,0
425,Kyle Seager,SEA,2021-04-27,field_out,87,35,316,Center,0
427,Yordan Alvarez,HOU,2021-04-27,field_out,97.7,44,316,Left-Center,0
428,Jorge Soler,KC,2021-04-27,field_out,114.7,17,359,Left-Center,0
429,Trent Grisham,SD,2021-04-27,field_out,101.7,39,352,Right-Center,0
430,Ozzie Albies,ATL,2021-04-27,double,95.4,26,354,Right,0
431,Randal Grichuk,TOR,2021-04-27,field_out,99.8,49,310,Center,0
432,Rowdy Tellez,TOR,2021-04-27,field_out,107.6,45,367,Right-Center,0
435,DJ Stewart,BAL,2021-04-27,field_out,102.6,15,307,Center,0
438,Dominic Smith,NYM,2021-04-27,field_out,95.6,33,373,Center,0
439,Martín Maldonado,HOU,2021-04-27,field_out,102.3,22,362,Center,0
440,Bo Bichette,TOR,2021-04-27,field_out,97,44,351,Center,0
441,Jed Lowrie,OAK,2021-04-27,field_out,93.9,35,362,Center,0
442,Cavan Biggio,TOR,2021-04-27,sac_fly,90.1,35,343,Center,0
444,Jake Cronenworth,SD,2021-04-27,field_out,98.9,22,351,Left-Center,0
445,Elvis Andrus,OAK,2021-04-27,field_out,87.2,24,300,Right-Center,0
446,Pat Valaika,BAL,2021-04-27,field_out,96.2,30,343,Right-Center,0
447,Jordan Luplow,CLE,2021-04-27,field_out,84.2,31,320,Right-Center,0
449,Kyle Farmer,CIN,2021-04-27,double,102.6,24,371,Right-Center,0
450,Buster Posey,SF,2021-04-27,field_out,105.3,22,371,Right-Center,0
452,Kyle Lewis,SEA,2021-04-27,field_out,105,20,325,Left-Center,0
454,Zach Eflin,PHI,2021-04-27,field_out,89.7,29,313,Right-Center,0
455,Carson Kelly,ARI,2021-04-27,field_out,95.2,37,339,Right-Center,0
456,Jake Cave,MIN,2021-04-27,double,101.3,19,332,Left-Center,0
458,Gleyber Torres,NYY,2021-04-27,double,106.8,15,332,Left-Center,0
459,Trent Grisham,SD,2021-04-27,field_out,99.1,45,306,Right-Center,0
460,Yandy Díaz,TB,2021-04-27,field_out,84.7,24,318,Center,0
465,Nolan Arenado,STL,2021-04-27,double,105.2,18,367,Left-Center,0
466,Kole Calhoun,ARI,2021-04-27,field_out,95.3,29,374,Center,0
467,Willson Contreras,CHC,2021-04-27,field_out,98.6,16,335,Center,0
470,Paul Goldschmidt,STL,2021-04-27,field_out,93.3,27,311,Right,0
471,Austin Slater,SF,2021-04-27,field_out,92.8,35,306,Right,0
473,Omar Narváez,MIL,2021-04-27,double,101.9,23,380,Center,0
474,J.T. Realmuto,PHI,2021-04-27,field_error,98.8,28,373,Right-Center,0
475,Jose Altuve,HOU,2021-04-27,field_out,96.2,23,351,Center,0
477,Pat Valaika,BAL,2021-04-27,field_out,93,37,308,Right-Center,0
478,Nick Castellanos,CIN,2021-04-27,double,105.5,16,321,Left-Center,0
481,Brad Miller,PHI,2021-04-27,single,107.6,18,314,Right-Center,0
482,Nick Heath,ARI,2021-04-27,field_error,87.9,25,319,Left-Center,0
484,Kevin Pillar,NYM,2021-04-27,field_out,95.6,32,368,Center,0
486,Luis Urías,MIL,2021-04-27,double,105.1,20,355,Right-Center,0
487,Jackie Bradley Jr.,MIL,2021-04-27,field_out,95.4,41,328,Center,0
491,Tommy La Stella,SF,2021-04-27,field_out,87.3,27,331,Center,0
494,Tyler O'Neill,STL,2021-04-27,field_out,95.2,44,303,Right,0
495,Edmundo Sosa,STL,2021-04-27,field_out,97,33,362,Center,0
496,Erik González,PIT,2021-04-27,field_out,92.6,21,303,Right-Center,0
498,Starlin Castro,WSH,2021-04-27,field_out,99.6,26,375,Center,0
499,Yuli Gurriel,HOU,2021-04-27,field_out,100.3,34,361,Left-Center,0
502,Alec Bohm,PHI,2021-04-27,field_out,94.1,36,329,Center,0
503,Sean Murphy,OAK,2021-04-27,field_out,95,42,311,Center,0
504,Nelson Cruz,MIN,2021-04-27,triple,93,29,334,Right,0
505,Akil Baddoo,DET,2021-04-27,field_out,87,34,334,Right-Center,0
507,Wil Myers,SD,2021-04-27,field_out,98.4,43,345,Right-Center,0
508,Wilmer Flores,SF,2021-04-27,field_out,94.8,23,349,Left,0
509,Nolan Arenado,STL,2021-04-27,double,99.5,18,304,Left-Center,0
510,Yordan Alvarez,HOU,2021-04-27,double,100.6,22,345,Left-Center,0
512,Maikel Franco,BAL,2021-04-27,field_out,96.7,21,338,Right-Center,0
513,Keston Hiura,MIL,2021-04-27,triple,91.5,37,316,Right,0
514,Keston Hiura,MIL,2021-04-27,field_out,97.7,41,341,Center,0
515,Matt Olson,OAK,2021-04-27,field_out,90.4,40,309,Left,0
516,Salvador Perez,KC,2021-04-27,field_out,102.9,18,320,Center,0
517,David Peralta,ARI,2021-04-27,field_out,87.5,27,352,Center,0
519,Omar Narváez,MIL,2021-04-27,field_out,86.2,24,303,Left-Center,0
520,David Peralta,ARI,2021-04-27,double_play,106.3,11,322,Center,0
522,J.T. Realmuto,PHI,2021-04-27,sac_fly,103.8,38,378,Center,0
524,Pablo Reyes,MIL,2021-04-27,field_out,92.9,21,332,Left-Center,0
526,Ty France,SEA,2021-04-27,field_out,96.9,34,360,Center,0
527,Nick Senzel,CIN,2021-04-27,field_out,95.3,35,317,Right,0
529,Sandy León,MIA,2021-04-27,field_out,88.3,31,334,Left,0
531,Jesús Aguilar,MIA,2021-04-27,sac_fly,89.6,23,308,Right-Center,0
532,Gio Urshela,NYY,2021-04-27,sac_fly,95,25,352,Right-Center,0
533,Andrés Giménez,CLE,2021-04-27,field_out,88.4,34,328,Center,0
538,Randy Arozarena,TB,2021-04-27,double,99.3,21,326,Right,0
539,Buster Posey,SF,2021-04-27,single,96.3,29,316,Right,0
540,Niko Goodrum,DET,2021-04-27,field_out,95.5,39,336,Right,0
541,Matt Olson,OAK,2021-04-27,field_out,98.1,48,309,Left-Center,0
542,Alex Avila,WSH,2021-04-27,field_out,85.5,32,308,Left-Center,0
543,Buster Posey,SF,2021-04-27,double,101.3,21,300,Right,0
544,David Fletcher,LAA,2021-04-27,double,89.4,29,338,Left,0
546,Omar Narváez,MIL,2021-04-27,field_out,88.3,32,338,Right,0
547,Albert Pujols,LAA,2021-04-27,field_out,94.6,28,370,Center,0
548,Pat Valaika,BAL,2021-04-27,field_out,94.5,31,350,Right-Center,0
549,Mitch Haniger,SEA,2021-04-27,field_out,93.8,28,332,Right,0
550,Marcell Ozuna,ATL,2021-04-27,field_out,87.5,26,328,Left-Center,0
552,Jon Berti,MIA,2021-04-27,field_out,84.1,31,305,Right-Center,0
554,Mauricio Dubón,SF,2021-04-27,field_out,90.2,29,339,Center,0
556,Josh Harrison,WSH,2021-04-27,field_out,89.4,30,316,Right,0
561,Adolis García,TEX,2021-04-27,field_out,84.3,31,323,Left-Center,0
564,J.T. Realmuto,PHI,2021-04-26,field_out,98.7,34,363,Right-Center,0
565,Victor Reyes,DET,2021-04-26,field_out,102.1,21,377,Center,0
567,Paul DeJong,STL,2021-04-26,field_out,97.5,21,336,Right,0
568,Yadier Molina,STL,2021-04-26,field_out,89.2,27,333,Right-Center,0
569,Akil Baddoo,DET,2021-04-26,field_out,98.2,30,330,Left-Center,0
570,Jose Altuve,HOU,2021-04-26,single,108.6,20,355,Left-Center,0
571,Odúbel Herrera,PHI,2021-04-26,field_out,98.9,20,313,Left,0
572,Alec Bohm,PHI,2021-04-26,field_out,87.3,23,309,Right-Center,0
573,Garrett Cooper,MIA,2021-04-26,double,112.5,16,376,Left-Center,0
574,Willy Adames,TB,2021-04-26,field_out,95.2,32,383,Left-Center,0
575,Eddie Rosario,CLE,2021-04-26,double,94.2,34,314,Left,0
577,Mike Trout,LAA,2021-04-26,double,112,17,368,Left-Center,0
578,Freddie Freeman,ATL,2021-04-26,field_out,99,34,377,Left-Center,0
579,Charlie Blackmon,COL,2021-04-26,field_out,101.3,23,367,Right-Center,0
581,Jazz Chisholm Jr.,MIA,2021-04-26,double,86.4,30,307,Right,0
583,Brandon Lowe,TB,2021-04-26,field_out,99.4,48,301,Left-Center,0
584,Alex Kirilloff,MIN,2021-04-26,field_out,99.4,37,355,Center,0
586,Luke Raley,LAD,2021-04-26,field_out,99.2,25,367,Left-Center,0
587,Aaron Hicks,NYY,2021-04-26,field_out,93.4,29,326,Left,0
588,Trevor Story,COL,2021-04-26,field_out,90.6,35,317,Right,0
589,Josh Donaldson,MIN,2021-04-26,field_out,104.7,20,363,Right-Center,0
590,Whit Merrifield,KC,2021-04-26,sac_fly,104.9,19,362,Left-Center,0
591,Mitch Haniger,SEA,2021-04-26,field_out,90.1,40,317,Center,0
594,Rougned Odor,NYY,2021-04-26,field_out,100.4,18,313,Left-Center,0
595,Luis Torrens,SEA,2021-04-26,field_out,107,18,322,Left-Center,0
598,Odúbel Herrera,PHI,2021-04-26,field_out,87.4,30,315,Center,0
602,Adam Duvall,MIA,2021-04-26,field_out,98.7,28,388,Center,0
603,Ramón Laureano,OAK,2021-04-26,field_out,98,43,327,Left-Center,0
605,Evan Longoria,SF,2021-04-26,double,113.2,19,317,Left-Center,0
606,Jared Walsh,LAA,2021-04-26,field_out,101.4,41,361,Right-Center,0
607,Pedro Severino,BAL,2021-04-26,field_out,103.6,42,345,Left-Center,0
608,Austin Hays,BAL,2021-04-26,field_out,93.5,30,341,Right-Center,0
610,Marcell Ozuna,ATL,2021-04-26,field_out,92.7,26,335,Left,0
611,Jorge Polanco,MIN,2021-04-26,sac_fly,95.3,38,315,Left-Center,0
613,Willy Adames,TB,2021-04-26,field_out,90.9,36,339,Right,0
617,Garrett Hampson,COL,2021-04-26,field_out,96,42,314,Right-Center,0
618,Alex Kirilloff,MIN,2021-04-26,double,97,20,314,Left-Center,0
619,Cedric Mullins,BAL,2021-04-26,field_out,93.5,28,325,Left,0
621,José Devers,MIA,2021-04-26,sac_fly,88.6,39,309,Left-Center,0
622,Ty France,SEA,2021-04-26,field_out,94.1,44,306,Right-Center,0
623,Luis Arraez,MIN,2021-04-26,field_out,91.7,26,309,Left,0
626,Andrés Giménez,CLE,2021-04-26,field_out,105.4,16,330,Center,0
627,Niko Goodrum,DET,2021-04-26,field_out,104.1,42,346,Center,0
628,Evan White,SEA,2021-04-26,field_out,100,21,374,Center,0
629,Jesse Winker,CIN,2021-04-26,field_out,96.4,27,362,Center,0
630,Hunter Dozier,KC,2021-04-26,field_out,101.2,18,347,Left-Center,0
631,Albert Pujols,LAA,2021-04-26,field_out,95.1,23,327,Right,0
632,Justin Turner,LAD,2021-04-26,field_out,98.4,22,328,Right-Center,0
633,Ramón Urías,BAL,2021-04-26,field_out,97.6,26,380,Center,0
634,Austin Hays,BAL,2021-04-26,field_out,104.2,36,370,Center,0
636,Myles Straw,HOU,2021-04-26,field_out,90.6,21,323,Left-Center,0
637,Willi Castro,DET,2021-04-26,field_out,97.2,26,314,Left,0
638,Tyrone Taylor,MIL,2021-04-26,field_out,90.3,38,322,Left-Center,0
639,Amed Rosario,CLE,2021-04-26,field_out,89.1,33,323,Right-Center,0
640,Matt Olson,OAK,2021-04-26,field_out,89.1,30,348,Right-Center,0
641,Austin Meadows,TB,2021-04-26,sac_fly,107.1,13,349,Center,0
642,Carlos Correa,HOU,2021-04-26,field_out,93.6,36,302,Right,0
644,Corey Dickerson,MIA,2021-04-26,field_out,91.5,20,312,Center,0
645,Maikel Franco,BAL,2021-04-26,double,89.3,36,307,Right,0
647,Austin Riley,ATL,2021-04-26,field_out,92.2,36,317,Right-Center,0
648,David Dahl,TEX,2021-04-26,field_out,96.3,22,324,Center,0
649,Ramón Laureano,OAK,2021-04-26,double,108.3,15,327,Left-Center,0
650,Jorge Polanco,MIN,2021-04-26,field_out,98,36,350,Center,0
652,Yordan Alvarez,HOU,2021-04-26,double,105.7,21,367,Right-Center,0
654,Aaron Hicks,NYY,2021-04-26,field_out,94.4,34,326,Left,0
655,Nolan Arenado,STL,2021-04-26,field_out,85,25,302,Left-Center,0
657,Kyle Farmer,CIN,2021-04-26,field_out,97.7,29,376,Center,0
658,David Bote,CHC,2021-04-26,field_out,109.2,19,376,Center,0
662,José Ramírez,CLE,2021-04-26,field_out,89.5,21,311,Right-Center,0
663,Jonathan India,CIN,2021-04-26,field_out,99.2,45,304,Right,0
665,Alex Kirilloff,MIN,2021-04-26,field_out,104.6,20,362,Left-Center,0
666,Michael Brantley,HOU,2021-04-26,field_out,90.8,23,303,Left,0
668,Tyler Stephenson,CIN,2021-04-26,field_out,91.1,28,303,Right,0
671,Isiah Kiner-Falefa,TEX,2021-04-26,field_out,91.9,21,335,Center,0
673,Kris Bryant,CHC,2021-04-26,field_out,95,29,393,Center,0
676,Mauricio Dubón,SF,2021-04-26,double,97.8,24,392,Center,0
678,Robbie Grossman,DET,2021-04-26,field_out,100.4,32,359,Right-Center,0
682,Ronald Acuña Jr.,ATL,2021-04-26,field_out,107.1,38,368,Right-Center,0
684,Sam Haggerty,SEA,2021-04-25,field_out,103,39,312,Left-Center,0
685,Giancarlo Stanton,NYY,2021-04-25,field_out,96.4,37,315,Right-Center,0
688,Shohei Ohtani,LAA,2021-04-25,field_out,91,32,352,Center,0
689,Guillermo Heredia,ATL,2021-04-25,field_out,97,36,356,Right-Center,0
690,JaCoby Jones,DET,2021-04-25,field_out,92.1,26,309,Right,0
693,Kyle Seager,SEA,2021-04-25,field_out,99.3,40,303,Right-Center,0
695,Vimael Machín,OAK,2021-04-25,field_out,94.4,42,312,Left,0
697,Dansby Swanson,ATL,2021-04-25,field_out,99.2,17,326,Center,0
698,Carson Kelly,ARI,2021-04-25,field_out,91.4,27,358,Left-Center,0
699,Luis Robert,CWS,2021-04-25,field_out,98.1,37,314,Right-Center,0
700,Mitch Haniger,SEA,2021-04-25,field_out,90,29,302,Right-Center,0
701,Jacob Stallings,PIT,2021-04-25,field_out,91.3,26,348,Left-Center,0
703,Nick Senzel,CIN,2021-04-25,field_out,99.4,16,312,Center,0
705,Wilson Ramos,DET,2021-04-25,single,108.1,17,351,Left,0
706,Josh Fuentes,COL,2021-04-25,sac_fly,100.5,21,370,Center,0
708,Travis d'Arnaud,ATL,2021-04-25,field_out,106.4,36,387,Center,0
710,Scott Schebler,LAA,2021-04-25,field_out,91.3,26,341,Right-Center,0
711,José Abreu,CWS,2021-04-25,sac_fly,96.9,25,300,Right,0
712,Todd Frazier,PIT,2021-04-25,field_out,96.6,36,310,Right,0
713,Byron Buxton,MIN,2021-04-25,field_out,94.3,33,327,Right-Center,0
714,Nelson Cruz,MIN,2021-04-25,field_out,100.4,19,335,Left-Center,0
715,Brandon Lowe,TB,2021-04-25,field_out,92.1,34,332,Left-Center,0
716,Jake Cronenworth,SD,2021-04-25,single,103.7,16,320,Center,0
719,Nick Ahmed,ARI,2021-04-25,field_out,94.8,45,315,Left-Center,0
720,Jared Walsh,LAA,2021-04-25,field_out,89.8,28,305,Left,0
721,Randal Grichuk,TOR,2021-04-25,field_out,95.1,36,344,Right-Center,0
722,Adam Eaton,CWS,2021-04-25,triple,97.6,16,311,Center,0
724,Jason Vosler,SF,2021-04-25,field_out,99.3,28,394,Center,0
725,Josh Bell,WSH,2021-04-25,field_out,95.6,20,317,Left,0
726,Jesse Winker,CIN,2021-04-25,single,97.2,18,302,Center,0
727,Dansby Swanson,ATL,2021-04-25,field_out,92.8,24,356,Left-Center,0
730,Ronald Acuña Jr.,ATL,2021-04-25,field_out,97.1,46,325,Left-Center,0
731,Austin Meadows,TB,2021-04-25,field_out,92.6,39,320,Left-Center,0
732,Trea Turner,WSH,2021-04-25,field_out,100.2,32,358,Right-Center,0
735,Garrett Hampson,COL,2021-04-25,field_out,87.8,27,330,Right-Center,0
736,Kyle Seager,SEA,2021-04-25,field_out,96.5,29,368,Right-Center,0
737,Tim Anderson,CWS,2021-04-25,double,104.9,16,348,Left-Center,0
738,Robbie Grossman,DET,2021-04-25,field_out,94.9,28,374,Center,0
742,Danny Jansen,TOR,2021-04-25,field_out,95,24,351,Right-Center,0
744,Josh Fuentes,COL,2021-04-25,field_out,89.2,36,344,Center,0
745,Leury García,CWS,2021-04-25,field_out,95.3,38,331,Right-Center,0
746,Omar Narváez,MIL,2021-04-25,field_out,92.1,29,324,Left-Center,0
747,Victor Robles,WSH,2021-04-25,double,102.3,17,303,Right-Center,0
748,Christian Vázquez,BOS,2021-04-25,field_out,96.3,25,359,Center,0
749,Jazz Chisholm Jr.,MIA,2021-04-25,field_out,91.7,33,328,Left-Center,0
750,Mike Tauchman,NYY,2021-04-25,double,85.2,31,316,Right,0
751,Lourdes Gurriel Jr.,TOR,2021-04-25,field_out,101,18,374,Center,0
752,Whit Merrifield,KC,2021-04-25,field_out,87,36,320,Center,0
754,Enrique Hernández,BOS,2021-04-25,field_out,94.5,33,319,Right,0
756,Nico Hoerner,CHC,2021-04-25,field_out,100.5,19,346,Center,0
757,Jordan Luplow,CLE,2021-04-25,double,101.7,19,314,Left,0
758,Albert Pujols,LAA,2021-04-25,field_out,92.8,24,333,Right-Center,0
759,Alec Bohm,PHI,2021-04-25,field_out,95.6,24,354,Right,0
761,Jacob Stallings,PIT,2021-04-25,field_out,99,38,338,Center,0
762,Josh Rojas,ARI,2021-04-25,double,96.5,22,310,Right,0
763,Logan Webb,SF,2021-04-25,triple,109,17,388,Right-Center,0
764,Kyle Tucker,HOU,2021-04-25,field_out,97.7,25,373,Right-Center,0
765,Jordan Luplow,CLE,2021-04-25,field_out,92.1,22,340,Left-Center,0
767,Javier Báez,CHC,2021-04-25,field_out,103.3,25,390,Center,0
769,Didi Gregorius,PHI,2021-04-25,field_out,95,19,302,Right,0
770,Freddy Galvis,BAL,2021-04-25,field_out,99.3,40,336,Center,0
771,Dylan Moore,SEA,2021-04-25,double,108.8,17,397,Center,0
776,Albert Almora Jr.,NYM,2021-04-25,field_out,95.2,23,361,Center,0
777,Eddie Rosario,CLE,2021-04-25,field_out,87.8,33,330,Right-Center,0
778,Enrique Hernández,BOS,2021-04-25,field_out,90.6,41,301,Left,0
781,Marwin Gonzalez,BOS,2021-04-25,field_out,85.7,30,312,Right-Center,0
783,Eddie Rosario,CLE,2021-04-25,field_out,84.3,32,311,Right-Center,0
784,Trea Turner,WSH,2021-04-25,field_out,95.9,18,307,Right-Center,0
787,Eugenio Suárez,CIN,2021-04-25,field_out,95.1,29,357,Left-Center,0
788,Eduardo Escobar,ARI,2021-04-25,field_out,93.3,21,344,Center,0
789,Kevin Newman,PIT,2021-04-25,field_out,88.2,39,305,Left,0
793,David Peralta,ARI,2021-04-25,field_out,96.6,18,320,Right,0
794,Vladimir Guerrero Jr.,TOR,2021-04-25,field_out,93.3,31,322,Right,0
795,Austin Meadows,TB,2021-04-25,field_out,99.7,21,344,Center,0
796,Nelson Cruz,MIN,2021-04-25,field_out,101.3,21,354,Center,0
797,Starlin Castro,WSH,2021-04-25,field_out,85.1,27,311,Center,0
798,Justin Turner,LAD,2021-04-25,field_out,98.8,40,346,Center,0
799,José Ramírez,CLE,2021-04-25,field_out,91.9,36,333,Center,0
800,Austin Meadows,TB,2021-04-25,field_out,82.6,34,314,Right,0
801,Eric Hosmer,SD,2021-04-25,sac_fly,99.3,36,352,Left-Center,0
802,Colin Moran,PIT,2021-04-25,sac_fly,93.4,42,306,Center,0
803,Nick Castellanos,CIN,2021-04-25,double,98.6,29,312,Right,0
804,Miguel Cabrera,DET,2021-04-25,field_out,100.7,46,338,Left-Center,0
805,Nick Madrigal,CWS,2021-04-25,triple,94.4,18,319,Left-Center,0
806,Brandon Belt,SF,2021-04-25,sac_fly,106.8,19,333,Left-Center,0
808,Logan Webb,SF,2021-04-25,field_out,104.3,32,377,Center,0
809,Aaron Judge,NYY,2021-04-25,field_out,100.3,20,326,Right,0
810,Kyle Seager,SEA,2021-04-25,field_out,90.7,40,303,Right,0
811,Salvador Perez,KC,2021-04-25,field_out,99.4,32,362,Right-Center,0
813,Bo Bichette,TOR,2021-04-25,field_out,85.8,42,308,Center,0
814,Corey Seager,LAD,2021-04-25,field_out,96.7,30,355,Left-Center,0
815,Justin Turner,LAD,2021-04-25,sac_fly,104.6,18,335,Center,0
817,Luis Campusano,SD,2021-04-25,field_out,96.5,42,310,Center,0
818,Pedro Severino,BAL,2021-04-25,field_out,92.1,36,351,Center,0
821,Anthony Rizzo,CHC,2021-04-25,double,108.9,17,363,Right-Center,0
822,Michael Brantley,HOU,2021-04-25,double,89.6,26,313,Left,0
823,Giancarlo Stanton,NYY,2021-04-25,field_out,98.8,17,314,Right-Center,0
824,Billy McKinney,MIL,2021-04-25,double,105.9,21,371,Right-Center,0
825,Brett Gardner,NYY,2021-04-25,field_out,97.5,42,321,Right-Center,0
828,Kyle Schwarber,WSH,2021-04-25,field_out,95.9,21,316,Left,0
830,J.D. Martinez,BOS,2021-04-25,double,93.7,29,320,Left,0
831,Mark Canha,OAK,2021-04-25,field_out,87.4,32,322,Left,0
832,Kris Bryant,CHC,2021-04-25,field_out,96.9,39,322,Left-Center,0
834,Kolten Wong,MIL,2021-04-25,double,95.1,18,313,Left-Center,0
836,Nick Ahmed,ARI,2021-04-25,double,109.5,20,329,Left,0
840,Cesar Hernandez,CLE,2021-04-24,field_out,102,34,369,Center,0
841,Cam Gallagher,KC,2021-04-24,field_out,92.4,24,341,Right-Center,0
